DBR,usia,jeniskelamin,marital_status,duration_job,pekerjaan,pendidikan,status
0.263339986,26,pria,menikah,8,PNS,Pascasarjana,0
0.28457154,26,wanita,menikah,8,PNS,Sarjana,0
0.281230243,41,wanita,single,5,Wirausaha,Lainnya,1
0.196552715,35,pria,menikah,13,Karyawan Swasta,Pascasarjana,1
0.292747397,33,wanita,menikah,3,Wirausaha,Pascasarjana,0
0.222249756,36,wanita,single,12,Karyawan Swasta,Pascasarjana,1
0.201018606,35,wanita,menikah,12,Wirausaha,Pascasarjana,1
0.216193576,42,wanita,menikah,6,PNS,Sarjana,1
0.216179783,47,wanita,single,10,Karyawan Swasta,Pascasarjana,1
0.182003544,44,wanita,menikah,7,Karyawan Swasta,Sarjana,1
0.189957315,37,pria,lainnya,3,Lainnya,Sarjana,1
0.225042344,35,pria,menikah,18,PNS,Pascasarjana,1
0.221681964,26,wanita,menikah,11,Karyawan Swasta,Sarjana,1
0.232285254,24,pria,lainnya,7,PNS,Sarjana,0
0.221199041,33,pria,single,7,Karyawan Swasta,Sarjana,1
0.21685234,25,pria,menikah,22,Lainnya,<= SMA,1
0.248866486,38,pria,menikah,5,Karyawan Swasta,Pascasarjana,1
0.201027841,42,pria,menikah,4,PNS,Sarjana,1
0.231720184,30,pria,single,13,Wirausaha,Sarjana,1
0.226905077,32,pria,menikah,4,Karyawan Swasta,<= SMA,0
0.260966611,35,wanita,menikah,26,Karyawan Swasta,<= SMA,0
0.214812252,31,wanita,single,5,Lainnya,Sarjana,1
0.182449294,30,pria,lainnya,12,Lainnya,Sarjana,1
0.200207217,31,pria,single,8,Lainnya,Pascasarjana,1
0.20604265,31,pria,menikah,7,PNS,Sarjana,0
0.203571089,28,wanita,single,12,Lainnya,Pascasarjana,1
0.230686125,27,pria,menikah,15,Wirausaha,Lainnya,1
0.269176481,41,pria,single,5,Karyawan Swasta,<= SMA,1
0.160173815,25,wanita,menikah,12,Karyawan Swasta,<= SMA,1
0.234644198,27,pria,menikah,11,PNS,<= SMA,0
0.23109854,35,wanita,single,4,PNS,Sarjana,1
0.222392071,38,pria,menikah,9,Karyawan Swasta,Sarjana,1
0.213324689,29,pria,menikah,7,Lainnya,<= SMA,0
0.227196736,43,pria,menikah,9,Lainnya,<= SMA,0
0.197310536,28,pria,menikah,13,Wirausaha,Sarjana,1
0.270156023,40,pria,menikah,5,PNS,Sarjana,1
0.217574114,36,wanita,menikah,10,Lainnya,Sarjana,1
0.250591624,55,pria,single,13,Wirausaha,Lainnya,1
0.272224848,26,pria,single,5,Karyawan Swasta,<= SMA,0
0.190526979,37,wanita,menikah,6,Wirausaha,Lainnya,1
0.248416849,41,wanita,lainnya,6,Lainnya,<= SMA,0
0.256945907,35,pria,lainnya,4,Lainnya,Sarjana,1
0.247802338,44,pria,menikah,3,Lainnya,Sarjana,1
0.23360759,32,pria,single,12,PNS,Sarjana,1
0.278948311,42,pria,menikah,9,Karyawan Swasta,Sarjana,1
0.217250444,35,wanita,lainnya,6,Lainnya,Sarjana,1
0.181091954,37,pria,menikah,8,Lainnya,Sarjana,1
0.29554908,33,pria,menikah,10,Lainnya,Sarjana,1
0.243861072,28,wanita,single,9,Karyawan Swasta,Lainnya,1
0.210561987,36,pria,single,11,Karyawan Swasta,Pascasarjana,1
0.255712577,31,pria,single,17,Wirausaha,<= SMA,1
0.215750092,37,wanita,menikah,16,Wirausaha,Sarjana,1
0.247425048,35,pria,menikah,9,Wirausaha,Sarjana,1
0.228380896,41,wanita,single,18,Wirausaha,Lainnya,1
0.260580129,30,pria,menikah,8,Lainnya,Lainnya,0
0.255716,41,wanita,single,8,Karyawan Swasta,Pascasarjana,1
0.215765724,26,pria,single,13,PNS,<= SMA,1
0.209804692,38,wanita,single,5,PNS,Lainnya,1
0.259792432,33,pria,menikah,10,Karyawan Swasta,Lainnya,1
0.225483808,30,pria,single,11,Karyawan Swasta,Sarjana,1
0.256875681,35,pria,menikah,7,Karyawan Swasta,Sarjana,1
0.248603794,37,pria,menikah,12,Karyawan Swasta,Sarjana,1
0.241930901,30,wanita,menikah,6,Wirausaha,<= SMA,0
0.250727143,37,wanita,menikah,21,Karyawan Swasta,<= SMA,1
0.2062087,25,pria,menikah,8,PNS,Lainnya,0
0.218790034,29,wanita,single,5,Karyawan Swasta,<= SMA,0
0.218826962,37,wanita,menikah,7,PNS,Pascasarjana,1
0.190785271,25,wanita,menikah,11,Karyawan Swasta,Sarjana,1
0.202329803,41,pria,lainnya,4,Wirausaha,<= SMA,1
0.250967002,42,wanita,single,8,Wirausaha,Sarjana,1
0.21739012,28,pria,single,6,Wirausaha,Pascasarjana,1
0.233161008,33,pria,single,16,Karyawan Swasta,Sarjana,1
0.277878955,36,wanita,menikah,11,PNS,<= SMA,1
0.209481551,48,wanita,single,8,Wirausaha,Sarjana,1
0.209599689,38,wanita,menikah,4,Lainnya,Pascasarjana,1
0.24605102,35,wanita,single,8,Lainnya,Sarjana,1
0.219960607,32,wanita,lainnya,6,Wirausaha,Sarjana,0
0.222395638,34,pria,menikah,14,PNS,Sarjana,1
0.211281756,40,wanita,single,6,PNS,<= SMA,1
0.227409783,69,pria,single,6,PNS,Sarjana,1
0.197661522,33,pria,lainnya,9,Karyawan Swasta,Pascasarjana,1
0.206081565,40,wanita,menikah,2,PNS,Lainnya,1
0.210312671,38,pria,single,1,Karyawan Swasta,Lainnya,1
0.250811246,35,pria,single,18,Wirausaha,Pascasarjana,1
0.211633876,45,wanita,single,10,PNS,Sarjana,1
0.252561765,47,wanita,menikah,5,PNS,<= SMA,0
0.194158292,39,wanita,menikah,5,Karyawan Swasta,Pascasarjana,1
0.272516897,51,pria,single,10,Karyawan Swasta,Pascasarjana,1
0.180271693,29,pria,menikah,14,Lainnya,<= SMA,0
0.275123878,24,pria,menikah,10,PNS,Sarjana,0
0.292897706,30,wanita,single,9,Wirausaha,Sarjana,1
0.259647965,36,pria,menikah,9,Lainnya,<= SMA,1
0.252184316,40,wanita,single,7,Wirausaha,Sarjana,1
0.273488891,43,pria,single,7,Karyawan Swasta,Pascasarjana,1
0.219504609,33,pria,menikah,6,Wirausaha,Sarjana,1
0.202624173,30,pria,lainnya,11,Wirausaha,Pascasarjana,1
0.250007752,35,pria,menikah,8,Wirausaha,Sarjana,1
0.257026427,28,pria,menikah,19,Karyawan Swasta,<= SMA,0
0.273403629,43,wanita,menikah,15,Karyawan Swasta,<= SMA,1
0.231455889,28,wanita,menikah,8,Lainnya,<= SMA,0
0.196715096,30,pria,menikah,6,Karyawan Swasta,Sarjana,1
0.282959988,56,pria,menikah,10,Wirausaha,Sarjana,1
0.210716947,35,pria,single,19,Karyawan Swasta,Sarjana,1
0.213041899,41,pria,menikah,7,Wirausaha,Lainnya,1
0.226138387,30,pria,single,17,Wirausaha,<= SMA,1
0.267111135,27,pria,menikah,10,Lainnya,Sarjana,1
0.280849723,40,pria,lainnya,5,PNS,Sarjana,1
0.1837762,32,wanita,lainnya,9,PNS,Sarjana,1
0.232784523,30,pria,single,6,PNS,Sarjana,1
0.195285676,23,wanita,lainnya,10,Wirausaha,Sarjana,1
0.253805834,26,pria,menikah,17,PNS,Sarjana,1
0.220088909,36,wanita,single,7,PNS,Sarjana,1
0.224008821,28,pria,single,22,PNS,Sarjana,1
0.229312186,35,wanita,lainnya,13,Karyawan Swasta,Pascasarjana,1
0.224179698,31,pria,menikah,8,Lainnya,Sarjana,0
0.267908547,41,wanita,menikah,9,Karyawan Swasta,<= SMA,0
0.211869484,36,wanita,single,2,PNS,Sarjana,1
0.22537793,33,wanita,menikah,11,PNS,Sarjana,1
0.228954317,32,wanita,single,4,Lainnya,Sarjana,1
0.232395924,30,wanita,single,6,Karyawan Swasta,<= SMA,0
0.245770393,34,wanita,menikah,18,Lainnya,Lainnya,1
0.242860151,34,pria,single,8,Wirausaha,Pascasarjana,1
0.229158706,50,wanita,menikah,6,Lainnya,Sarjana,1
0.21997929,30,pria,menikah,17,PNS,Sarjana,1
0.238053209,34,pria,menikah,12,PNS,Sarjana,1
0.228610256,36,pria,menikah,7,Karyawan Swasta,Sarjana,1
0.231139284,37,wanita,menikah,8,Lainnya,<= SMA,0
0.236598565,28,wanita,menikah,9,Karyawan Swasta,Pascasarjana,0
0.191958243,41,wanita,menikah,7,Wirausaha,Pascasarjana,1
0.227081993,28,pria,menikah,10,PNS,Pascasarjana,0
0.206854539,36,pria,menikah,12,Wirausaha,Sarjana,1
0.221756896,36,pria,single,12,Wirausaha,Sarjana,1
0.245969197,28,pria,single,16,Wirausaha,Pascasarjana,1
0.216534103,38,pria,single,5,Wirausaha,<= SMA,1
0.207411128,48,pria,menikah,5,Karyawan Swasta,Sarjana,0
0.220408406,34,pria,menikah,9,Lainnya,Sarjana,0
0.16578478,35,pria,menikah,8,Lainnya,Pascasarjana,1
0.19738802,35,wanita,single,8,Lainnya,Sarjana,1
0.237267956,29,wanita,single,11,PNS,Sarjana,1
0.20164749,38,wanita,menikah,8,Karyawan Swasta,Sarjana,1
0.224195811,27,pria,menikah,7,Lainnya,Pascasarjana,0
0.2359591,29,wanita,menikah,10,Karyawan Swasta,Sarjana,1
0.246691682,39,pria,menikah,6,Karyawan Swasta,<= SMA,1
0.214218597,29,wanita,single,8,Karyawan Swasta,<= SMA,0
0.193660715,29,wanita,menikah,5,Wirausaha,<= SMA,0
0.209979409,35,wanita,single,3,Lainnya,<= SMA,1
0.204342708,36,pria,menikah,10,Lainnya,Sarjana,1
